scenario,time,population_path_error,labor_productivity_path_error,effective_labor_identity_error,labor_market_error_independent,final_production_log_error_independent,inference_identity_log_error_independent,automated_service_log_error_independent,research_ces_log_error_independent,capability_law_log_error_independent,capital_price_error_independent,net_interest_error_independent,wage_foc_log_error_independent,ai_price_foc_log_error_independent,ai_share_error_independent,research_price_log_error_independent,human_demand_log_error_independent,automated_service_demand_log_error_independent,automated_share_quantity_error_independent,automated_share_expenditure_error_independent,research_scale_foc_log_error_independent,research_compute_foc_log_error_independent,research_human_foc_log_error_independent,resource_constraint_error_independent,profit_shadow_ratio_error_independent,static_max_abs_error,monopoly_foc_log_error_independent,monopoly_soc_margin_independent,rhs_capital_growth,rhs_capability_growth,rhs_consumption_growth,rhs_shadow_growth,stored_capital_rate_error,stored_capability_rate_error,stored_consumption_rate_error,stored_shadow_rate_error,ai_share_independent,automated_research_share_independent,inference_output_share_independent,research_output_share_independent,human_population_share_independent,profit_shadow_ratio_independent,net_interest_rate_independent,bounded_exp_min_argument,bounded_exp_max_argument,bounded_exp_clipping_count,fd_capital_growth_residual,fd_capability_growth_residual,fd_consumption_growth_residual,fd_shadow_growth_residual
near_unit_sigma_xl_090_hm_2_T_5300,3414.0,0.0,0.0,0.0,1.1102230246251565e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,-3.552713678800501e-15,0.0,0.0,3.552713678800501e-15,8.881784197001252e-15,0.019424371422587232,0.01218173244864161,0.0026881843687822883,0.012181743155528703,0.007773450376592224,0.0,0.0,0.0,0.0,0.15281747441365875,0.9997278182991938,0.0008453452834171551,1.4256468615533172e-05,6.838129389069269e-09,0.03187080224009874,0.04018174315552871,-29.634519408371595,26.1884544297673,0.0,3.6166902805945256e-13,-4.2602987110340607e-13,1.0354911372800757e-13,2.6801435376588856e-10
near_unit_sigma_xl_090_hm_2_T_5300,3416.0,0.0,0.0,0.0,1.1102230246251565e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,-7.771561172376096e-16,0.0,-4.440892098500626e-15,-3.552713678800501e-15,-3.552713678800501e-15,0.0,0.0,4.440892098500626e-15,-8.881784197001252e-15,0.019396558197222878,0.012181346886781866,0.0026877918739016235,0.012181353367261012,0.007771972785844843,0.0,0.0,0.0,0.0,0.15278390384744336,0.9997293850208715,0.0008424753243281963,1.4205496023696759e-05,6.7741806432044255e-09,0.03187196767798422,0.040181353367261016,-29.650064832068963,26.20403642036903,0.0,4.0638326037623074e-13,-4.4601518658926587e-13,1.1573381142326866e-13,3.076455271089351e-10
near_unit_sigma_xl_090_hm_2_T_5300,3418.0,0.0,0.0,0.0,2.220446049250313e-16,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,7.771561172376096e-16,0.0,8.881784197001252e-16,3.552713678800501e-15,0.0,-1.1102230246251565e-16,6.938893903907228e-18,3.552713678800501e-15,0.0,0.019368802292418545,0.012180961426882922,0.002687399040231456,0.012180963694195739,0.0077704952364775134,0.0,0.0,0.0,-6.938893903907228e-18,0.15275040435714263,0.9997309422853877,0.0008396126174002263,1.4154661411547712e-05,6.71082052787453e-09,0.03187313326276074,0.04018096369419574,-29.66560730075583,26.219615459231782,0.0,4.313077672790655e-13,-5.078216493148435e-13,1.333447241513852e-13,3.1761022284415574e-10
near_unit_sigma_xl_090_hm_2_T_5300,3420.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-15,0.0,-8.881784197001252e-16,3.552713678800501e-15,0.0,2.220446049250313e-16,-6.938893903907228e-18,7.105427357601002e-15,0.0,0.01934110370718517,0.01218057607046287,0.0026870058691627783,0.012180574137892981,0.007769017731641736,0.0,0.0,0.0,1.3877787807814457e-17,0.15271697592954755,0.9997324901521051,0.0008367571540286442,1.4103964595294253e-05,6.6480437134449714e-09,0.03187429899252496,0.040180574137892985,-29.68114681428861,26.235191546151853,0.0,3.8240244304432736e-13,-4.224285851672782e-13,1.0957207363659904e-13,2.811373078781543e-10
near_unit_sigma_xl_090_hm_2_T_5300,3422.0,0.0,0.0,0.0,1.9984014443252818e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,1.5543122344752192e-15,0.0,1.7763568394002505e-15,7.105427357601002e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,-2.1316282072803006e-14,0.01931346244025063,0.012180190819024245,0.002686612362333877,0.012180184699889678,0.0077675402857585105,0.0,0.0,0.0,0.0,0.15268361855113602,0.999734028679989,0.0008339089255998259,1.4053405397164052e-05,6.585844920753711e-09,0.03187546485403167,0.04018018469988968,-29.696683372900186,26.250764680946194,0.0,4.539424391936109e-13,-4.921349786024543e-13,1.3051365543859106e-13,3.383973726234224e-10
near_unit_sigma_xl_090_hm_2_T_5300,3424.0,0.0,0.0,0.0,1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,1.3322676295501878e-15,0.0,8.881784197001252e-16,3.552713678800501e-15,0.0,0.0,0.0,3.552713678800501e-15,-1.7763568394002505e-14,0.019285878490057064,0.012179805674079003,0.002686218521350882,0.012179795381736268,0.0077660629114413154,0.0,0.0,0.0,0.0,0.15265033220806892,0.9997355579276395,0.0008310679234908465,1.4002983638046873e-05,6.5242189171758914e-09,0.0318766308358633,0.04017979538173627,-29.712216976785786,26.266334863451497,0.0,4.2682524181714143e-13,-5.068432652743926e-13,1.3126305598021304e-13,3.150016497643904e-10
near_unit_sigma_xl_090_hm_2_T_5300,3426.0,0.0,0.0,0.0,-1.1102230246251565e-16,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,-1.3322676295501878e-15,0.0,2.6645352591003757e-15,0.0,0.0,0.0,6.938893903907228e-18,3.552713678800501e-15,7.105427357601002e-15,0.01925835185475714,0.012179420637164345,0.0026858243476240357,0.012179406185012016,0.007764585611832381,0.0,0.0,0.0,-6.938893903907228e-18,0.1526171168861875,0.9997370779532705,0.0008282341390692129,1.3952699133283269e-05,6.463160514272221e-09,0.03187779693614176,0.04017940618501202,-29.727747625860427,26.28190209352355,0.0,4.0564773762241657e-13,-4.2469370034603493e-13,1.1523421106218734e-13,2.9796967671025243e-10
near_unit_sigma_xl_090_hm_2_T_5300,3428.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,1.5543122344752192e-15,0.0,1.7763568394002505e-15,7.105427357601002e-15,0.0,0.0,0.0,7.105427357601002e-15,-2.4868995751603507e-14,0.019230882532217518,0.012179035709793534,0.002685429842891886,0.01217901711126338,0.007763108405132509,0.0,0.0,0.0,0.0,0.15258397257101555,0.9997385888147127,0.0008254075636933577,1.3902551706251598e-05,6.402664573713196e-09,0.031878963137832145,0.040179017111263385,-29.7432753205359,26.297466371039466,0.0,4.951317134072042e-13,-5.416934262258977e-13,1.452379883026822e-13,3.6614310888749557e-10
near_unit_sigma_xl_090_hm_2_T_5300,3430.0,0.0,0.0,0.0,2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.771561172376096e-16,0.0,8.881784197001252e-16,-3.552713678800501e-15,-3.552713678800501e-15,-1.1102230246251565e-16,0.0,3.552713678800501e-15,1.7763568394002505e-15,0.019203470520014775,0.012178650893510598,0.002685035008697055,0.012178628162073414,0.007761631300074609,0.0,0.0,0.0,0.0,0.152550899247756,0.9997400905694421,0.0008225881887119945,1.3852541174772129e-05,6.342726000528469e-09,0.03188012943344343,0.04017862816207342,-29.758800060943805,26.313027695895624,0.0,4.299477440738997e-13,-5.052997950616422e-13,1.275854422111422e-13,3.154098232593938e-10
near_unit_sigma_xl_090_hm_2_T_5300,3432.0,0.0,0.0,0.0,3.3306690738754696e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,-7.105427357601002e-15,0.0,1.1102230246251565e-16,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,-1.7763568394002505e-15,0.0,-3.552713678800501e-15,-1.1102230246251565e-16,0.0,7.105427357601002e-15,1.5987211554602254e-14,0.019176115815432947,0.012178266189863979,0.0026846398464989217,0.012178239339035342,0.007760154301175846,0.0,0.0,0.0,0.0,0.15251789690128764,0.9997415832745449,0.0008197760054642431,1.3802667354077955e-05,6.2833397441293055e-09,0.031881295819727345,0.040178239339035346,-29.774321847102495,26.328586068008264,0.0,4.3517967007744573e-13,-4.472459728954714e-13,1.2433803986411363e-13,3.217055857818174e-10
near_unit_sigma_xl_090_hm_2_T_5300,3434.0,0.0,0.0,0.0,-2.7755575615628914e-15,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4432899320127035e-15,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,0.0,7.105427357601002e-15,1.2434497875801753e-14,0.019148818415467714,0.012177881600389247,0.002684244358101208,0.012177850643712927,0.007758677428777484,0.0,0.0,0.0,0.0,0.1524849655161702,0.9997430669867524,0.000816971005279914,1.3752930067751625e-05,6.224500802892504e-09,0.03188246227751345,0.04017785064371293,-29.789840679551325,26.34414148731524,0.0,5.317343787503148e-13,-5.735455513300458e-13,1.5985129886431082e-13,3.830656278291933e-10
near_unit_sigma_xl_090_hm_2_T_5300,3436.0,0.0,0.0,0.0,6.661338147750939e-16,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,1.7763568394002505e-15,3.552713678800501e-15,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,3.197442310920451e-14,0.019121578316819356,0.012177497126657333,0.002683848544987416,0.012177462077716007,0.0077572006879177355,0.0,0.0,0.0,0.0,0.15245210507663545,0.9997445417624202,0.0008141731794788312,1.3703329130699055e-05,6.166204215982874e-09,0.03188362880304464,0.04017746207771601,-29.805356558365176,26.35969395377345,0.0,4.476419235288631e-13,-5.004438703715142e-13,1.3513495877859327e-13,3.202828627313359e-10
near_unit_sigma_xl_090_hm_2_T_5300,3438.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,0.0,0.0,0.0,-7.771561172376096e-16,0.0,8.881784197001252e-16,3.552713678800501e-15,0.0,0.0,-6.938893903907228e-18,7.105427357601002e-15,1.0302869668521453e-13,0.019094395515894997,0.01217711277023329,0.0026834524087098995,0.01217707364265374,0.007755724086540586,0.0,0.0,0.0,6.938893903907228e-18,0.15241931556659094,0.9997460076575493,0.0008113825193711902,1.3653864359136257e-05,6.108445067542425e-09,0.031884795389643804,0.04017707364265374,-29.820869483731254,26.37524346736055,0.0,4.755293381286663e-13,-4.839713699245074e-13,1.3523210329324797e-13,3.5006435250561907e-10
near_unit_sigma_xl_090_hm_2_T_5300,3440.0,0.0,0.0,0.0,1.9984014443252818e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,4.440892098500626e-16,0.0,3.552713678800501e-15,7.105427357601002e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,-2.362554596402333e-13,0.019067270008805794,0.012176728532672633,0.0026830559510743128,0.012176685340109038,0.0077542476441535,0.0,0.0,0.0,0.0,0.15238659696961576,0.9997474647277717,0.0008085990162576763,1.3604535575220577e-05,6.0512184883408405e-09,0.03188596201899368,0.04017668534010904,-29.83637945622335,26.39079002807576,0.0,5.403663627667754e-13,-5.915055771577027e-13,1.6112805534262975e-13,3.8996908480193326e-10
near_unit_sigma_xl_090_hm_2_T_5300,3442.0,0.0,0.0,0.0,-2.55351295663786e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,-1.1102230246251565e-15,0.0,8.881784197001252e-16,3.552713678800501e-15,0.0,0.0,-6.938893903907228e-18,7.105427357601002e-15,1.5987211554602254e-14,0.019040201791371725,0.012176344415556324,0.00268265917354484,0.01217629717171407,0.007752771363958771,0.0,0.0,0.0,6.938893903907228e-18,0.15235394926896714,0.9997489130283683,0.0008058226614284485,1.3555342591986548e-05,5.9945196486432484e-09,0.03188712868919989,0.04017629717171407,-29.851886475918928,26.406333635937077,0.0,4.642328188531053e-13,-4.991055312097981e-13,1.3724438252538107e-13,3.3153976786159944e-10
near_unit_sigma_xl_090_hm_2_T_5300,3444.0,0.0,0.0,0.0,-2.886579864025407e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,0.0,0.0,0.0,-9.992007221626409e-16,0.0,-8.881784197001252e-16,0.0,0.0,-1.1102230246251565e-16,0.0,3.552713678800501e-15,0.0,0.01901319085910773,0.012175960420476833,0.0026822620777741052,0.012175909139089468,0.007751295257662362,0.0,0.0,0.0,0.0,0.15232137244756316,0.9997503526142552,0.0008030534461644236,1.3506285226774478e-05,5.938343763848855e-09,0.031888295389815406,0.04017590913908947,-29.867390543185753,26.42187429098462,0.0,5.345446307813972e-13,-5.322070908975185e-13,1.564651186392041e-13,3.84603369985026e-10
near_unit_sigma_xl_090_hm_2_T_5300,3446.0,0.0,0.0,0.0,3.3306690738754696e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,-8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,0.0,-1.1102230246251565e-16,0.0,3.3306690738754696e-15,0.0,0.018986237207236866,0.012175576549010553,0.0026818646655383787,0.012175521243844974,0.007749819342468156,0.0,0.0,0.0,0.0,0.15228886648799933,0.9997517835400003,0.0008002913617362956,1.3457363299532405e-05,5.8826860933112344e-09,0.03188946210485984,0.04017552124384498,-29.882891658585844,26.437411993279277,0.0,5.45480327573955e-13,-5.967708965881613e-13,1.6475015796046932e-13,3.871662157539646e-10
near_unit_sigma_xl_090_hm_2_T_5300,3448.0,0.0,0.0,0.0,-2.7755575615628914e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,3.3306690738754696e-16,0.0,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,-1.7763568394002505e-15,0.018959340830678937,0.012175192802769366,0.002681466938288324,0.01217513348763894,0.007748343619993929,0.0,0.0,0.0,0.0,0.15225643137253436,0.9997532058598172,0.000797536399404547,1.340857662159114e-05,5.827541935042404e-09,0.031890628834052845,0.040175133487638945,-29.898389822208507,26.452946742901613,0.0,4.806016695724225e-13,-4.885206822402566e-13,1.3921502839409072e-13,3.4634054651982993e-10
near_unit_sigma_xl_090_hm_2_T_5300,3450.0,0.0,0.0,0.0,2.6645352591003757e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,1.2212453270876722e-15,0.0,2.6645352591003757e-15,7.105427357601002e-15,3.552713678800501e-15,0.0,6.938893903907228e-18,7.105427357601002e-15,-1.9539925233402755e-14,0.018932501724056167,0.012174809183344883,0.0026810688978142023,0.01217474587209321,0.007746868107465867,0.0,0.0,0.0,-6.938893903907228e-18,0.15222406708309702,0.9997546196275721,0.0007947885504198394,1.3359925012295915e-05,5.772906632638744e-09,0.03189179556140144,0.040174745872093215,-29.91388503465804,26.4684785399545,0.0,5.885500420355072e-13,-5.899404229015026e-13,1.747005318186723e-13,4.2191704990868217e-10
near_unit_sigma_xl_090_hm_2_T_5300,3452.0,0.0,0.0,0.0,8.881784197001252e-16,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,1.6653345369377348e-15,0.0,5.329070518200751e-15,3.552713678800501e-15,0.0,0.0,0.0,5.329070518200751e-15,-1.5987211554602254e-14,0.018905719881688487,0.012174425692340327,0.0026806705458103626,0.012174358398850081,0.007745392817303229,0.0,0.0,0.0,0.0,0.15219177360128117,0.9997560248967833,0.000792047806022562,1.3311408288105807e-05,5.718775570119466e-09,0.031892962275759405,0.040174358398850085,-29.929377296407218,26.484007384561327,0.0,5.425798699221218e-13,-5.903723690470208e-13,1.6468076902143025e-13,3.826001598872253e-10
near_unit_sigma_xl_090_hm_2_T_5300,3454.0,0.0,0.0,0.0,1.1102230246251565e-15,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,1.7763568394002505e-15,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,-5.329070518200751e-15,0.018878995297591374,0.012174042331392645,0.0026802718837584585,0.012173971069585808,0.007743917751623898,0.0,0.0,0.0,0.0,0.1521595509083432,0.9997574217206253,0.0007893141574427143,1.3263026259761779e-05,5.665144170383287e-09,0.031894128976358585,0.04017397106958581,-29.944866607623705,26.49953327686582,0.0,5.151296056382648e-13,-4.986063645295857e-13,1.4963724703775938e-13,3.6963809096901556e-10
near_unit_sigma_xl_090_hm_2_T_5300,3456.0,0.0,0.0,0.0,-7.771561172376096e-16,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.661338147750939e-16,0.0,4.440892098500626e-15,3.552713678800501e-15,0.0,0.0,-6.938893903907228e-18,4.440892098500626e-15,1.4210854715202004e-14,0.018852327965480267,0.012173659102098895,0.00267987291356054,0.01217358388592981,0.007742442931958464,0.0,0.0,0.0,6.938893903907228e-18,0.1521273989852063,0.9997588101519249,0.0007865875959003836,1.321477874791209e-05,5.612007901553323e-09,0.03189529564288742,0.040173583885929814,-29.960352969110666,26.515056217034463,0.0,6.443665045985369e-13,-6.406338133591039e-13,1.8696849624078027e-13,4.5125259778844296e-10
near_unit_sigma_xl_090_hm_2_T_5300,3458.0,0.0,0.0,0.0,-2.220446049250313e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783e-17,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,2.220446049250313e-15,-1.7763568394002505e-14,0.018825717878763006,0.012173276006098813,0.0026794736368200116,0.012173196849557623,0.007740968365507625,0.0,0.0,0.0,0.0,0.1520953178124529,0.9997601902431759,0.0007838681126050359,1.3166665565358044e-05,5.559362268988932e-09,0.03189646226947025,0.04017319684955763,-29.975836381238658,26.530576205253823,0.0,5.523775881144388e-13,-5.885118781190357e-13,1.701069840542857e-13,3.845173207617236e-10
near_unit_sigma_xl_090_hm_2_T_5300,3460.0,0.0,0.0,0.0,-7.771561172376096e-16,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,4.440892098500626e-16,0.0,1.7763568394002505e-15,3.552713678800501e-15,0.0,0.0,0.0,7.105427357601002e-15,-2.842170943040401e-14,0.018799165030542478,0.012172893045039442,0.002679074055100834,0.012172809962159505,0.007739494057294433,0.0,0.0,0.0,0.0,0.15206330737032672,0.9997615620465273,0.0007811556987557442,1.3118686523495283e-05,5.507202817729118e-09,0.031897628852431886,0.04017280996215951,-29.99131684433045,26.546093241731683,0.0,5.562703075945308e-13,-5.270406507051906e-13,1.623354228819096e-13,3.982315865957986e-10
near_unit_sigma_xl_090_hm_2_T_5300,3462.0,0.0,0.0,0.0,-6.661338147750939e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.326672684688674e-17,0.0,0.0,0.0,-1.1102230246251565e-15,0.0,8.881784197001252e-16,0.0,0.0,-1.1102230246251565e-16,-6.938893903907228e-18,1.1102230246251565e-15,1.5987211554602254e-14,0.01877266941361712,0.012172510220536462,0.0026786741703434037,0.012172423225377628,0.007738020029705396,0.0,0.0,0.0,6.938893903907228e-18,0.1520313676387344,0.9997629256137992,0.0007784503455413712,1.307084144243613e-05,5.455525136379209e-09,0.03189879537061051,0.04017242322537763,-30.006794359279684,26.56160732669853,0.0,6.690065168513115e-13,-6.708162671176243e-13,1.984176711822272e-13,4.672402673100429e-10
near_unit_sigma_xl_090_hm_2_T_5300,3464.0,0.0,0.0,0.0,6.661338147750939e-16,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,-8.881784197001252e-16,0.0,-8.881784197001252e-16,3.552713678800501e-15,0.0,0.0,0.0,7.105427357601002e-15,1.7763568394002505e-15,0.01874623102047441,0.012172127534251384,0.0026782739841063005,0.012172036640916935,0.0077365462868700455,0.0,0.0,0.0,0.0,0.1519994985972367,0.9997642809964705,0.0007757520441400381,1.3023130132500559e-05,5.4043248489656455e-09,0.03189996182124057,0.04017203664091694,-30.022268926423436,26.577118460405067,0.0,5.618977505505995e-13,-5.843472407340844e-13,1.7091189574713894e-13,3.910004472973405e-10
near_unit_sigma_xl_090_hm_2_T_5300,3466.0,0.0,0.0,0.0,-8.881784197001252e-16,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,-5.551115123125783e-16,0.0,-2.6645352591003757e-15,3.552713678800501e-15,-3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,-7.105427357601002e-15,0.01871984984329436,0.012171744987845116,0.0026778734980459446,0.012171650210473985,0.007735072837194601,0.0,0.0,0.0,0.0,0.1519677002250542,0.9997656282456941,0.000773060785719328,1.2975552405951259e-05,5.353597619547968e-09,0.03190112819725211,0.04017165021047399,-30.037740546255495,26.59262664312379,0.0,6.170688959805659e-13,-5.681800516188495e-13,1.785446790414369e-13,4.328059022284947e-10
near_unit_sigma_xl_090_hm_2_T_5300,3468.0,0.0,0.0,0.0,-2.6645352591003757e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,-1.2212453270876722e-15,0.0,-8.881784197001252e-16,0.0,-3.552713678800501e-15,-1.1102230246251565e-16,0.0,7.105427357601002e-15,-1.0658141036401503e-14,0.01869352587394907,0.01217136258295727,0.002677472714108326,0.01217126393571518,0.007733599702373077,0.0,0.0,0.0,0.0,0.15193597250106516,0.9997669674122932,0.0007703765614364099,1.2928108081557691e-05,5.303339153721224e-09,0.03190229447819946,0.040171263935715185,-30.05320921971163,26.608131875149937,0.0,6.874917302113204e-13,-6.900847081270367e-13,2.0786844467934884e-13,4.72070556256643e-10
near_unit_sigma_xl_090_hm_2_T_5300,3470.0,0.0,0.0,0.0,-1.7763568394002505e-15,-3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.552713678800501e-15,0.0,-1.2212453270876722e-15,0.0,2.6645352591003757e-15,0.0,0.0,-2.220446049250313e-16,0.0,3.552713678800501e-15,-1.0658141036401503e-14,0.018667259103996872,0.01217098032126955,0.0026770716338111594,0.012170877818370403,0.0077321268836495205,0.0,0.0,0.0,0.0,0.15190431540379976,0.9997682985467607,0.0007676993624374807,1.2880796967292879e-05,5.253545191131973e-09,0.03190346066423625,0.04017087781837041,-30.06867494710196,26.62363415679887,0.0,5.870443020583593e-13,-5.728334473431573e-13,1.7812834540720246e-13,4.036096179493853e-10
near_unit_sigma_xl_090_hm_2_T_5300,3472.0,0.0,0.0,0.0,-2.4424906541753444e-15,3.552713678800501e-15,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.661338147750939e-16,0.0,8.881784197001252e-16,0.0,-3.552713678800501e-15,0.0,-6.938893903907228e-18,7.105427357601002e-15,3.552713678800501e-15,0.018641049524686062,0.01217059820445493,0.0026766702589505146,0.012170491860139972,0.007730654395027715,0.0,0.0,0.0,6.938893903907228e-18,0.15187272891144438,0.9997696216992672,0.0007650291798581782,1.283361887737292e-05,5.204211512178239e-09,0.03190462674267133,0.040170491860139976,-30.084137729162006,26.63913348840875,0.0,6.845080058326403e-13,-6.301851401824266e-13,1.9838991560661157e-13,4.761465319247371e-10
near_unit_sigma_xl_090_hm_2_T_5300,3474.0,0.0,0.0,0.0,-1.7763568394002505e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,-3.552713678800501e-15,0.0,-3.552713678800501e-15,2.220446049250313e-16,-6.938893903907228e-18,3.552713678800501e-15,-1.2434497875801753e-14,0.01861489712695285,0.012170216234173678,0.0026762685914101876,0.012170106062717755,0.0077291822543150285,0.0,0.0,0.0,6.938893903907228e-18,0.15184121300183842,0.9997709369196601,0.0007623660048234523,1.2786573627613333e-05,5.1553339357238075e-09,0.031905792696986165,0.04017010606271776,-30.099597566769404,26.65462987033995,0.0,6.797479246145599e-13,-6.841268003487944e-13,2.076464000744238e-13,4.6431979094929687e-10
near_unit_sigma_xl_090_hm_2_T_5300,3476.0,0.0,0.0,0.0,3.1086244689504383e-15,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,-1.6653345369377348e-15,0.0,5.329070518200751e-15,3.552713678800501e-15,3.552713678800501e-15,0.0,6.938893903907228e-18,7.105427357601002e-15,5.329070518200751e-15,0.01858880190141733,0.012169834412134206,0.002675866632697408,0.01216972042785721,0.007727710461289249,0.0,0.0,0.0,0.0,0.15180976765247095,0.9997722442574681,0.0007597098284471046,1.273966102439471e-05,5.106908314317452e-09,0.03190695852882685,0.040169720427857214,-30.115054460252917,26.670123302973348,0.0,6.096234628216735e-13,-5.613851397634484e-13,1.8466478346468307e-13,4.238743592233085e-10
near_unit_sigma_xl_090_hm_2_T_5300,3478.0,0.0,0.0,0.0,1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.661338147750939e-16,0.0,-8.881784197001252e-16,3.552713678800501e-15,0.0,-1.1102230246251565e-16,0.0,3.552713678800501e-15,8.881784197001252e-15,0.018562763838387564,0.012169452740009114,0.0026754643847765455,0.012169334957255425,0.0077262390368973075,0.0,0.0,0.0,0.0,0.15177839284048472,0.9997735437618931,0.0007570606418323704,1.2692880884502851e-05,5.058930541882409e-09,0.031908124218522765,0.04016933495725543,-30.130508410633116,26.685613786713557,0.0,7.546394065194306e-13,-6.939856675436396e-13,2.213715322163523e-13,5.1791929772671e-10
