citation_key,source_group,cited_in_manuscript,citation_locations,cited_in_rewrite,citation_locations_rewrite,cited_in_companion,citation_locations_companion,cited_in_axm,citation_locations_axm,cited_in_legacy,citation_locations_legacy,entry_type,authors,title,year,venue,volume,number,pages,doi,document_url,landing_page_url,abstract,abstract_type,abstract_source_url,metadata_source,verification_status,topics,evidence_type,method,key_results,use_in_axm,limits_for_axm,notes,last_verified,connection_themes,suggested_sections,terminology,integration_note,reviewed_passages,reviewed_version,reading_status,review_priority,attribution_note
bloometal2020,manuscript_bibliography,yes,sections_rewrite/03_model.tex:250,yes,sections_rewrite/03_model.tex:250,no,,no,,no,,article,"Bloom, Nicholas and Jones, Charles I. and Van Reenen, John and Webb, Michael",Are Ideas Getting Harder to Find?,2020,American Economic Review,110,4,1104--1144,10.1257/aer.20180338,https://doi.org/10.1257/aer.20180338,https://doi.org/10.1257/aer.20180338,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
hernandezbrown2020,manuscript_bibliography,yes,sections_rewrite/03_model.tex:157,yes,sections_rewrite/03_model.tex:157,no,,no,,no,,article,"Hernandez, Danny and Brown, Tom B.",Measuring the Algorithmic Efficiency of Neural Networks,2020,arXiv preprint arXiv:2005.04305,,,,10.48550/arXiv.2005.04305,https://arxiv.org/abs/2005.04305,https://doi.org/10.48550/arXiv.2005.04305,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
roodman2020outside,conversation_addition,no,,no,,no,,no,,no,,misc,"Roodman, David",On the Probability Distribution of Long-Term Changes in the Growth Rate of the Global Economy: An Outside View,2020,Open Philanthropy report,,,,,https://www.openphilanthropy.org/sites/default/files/Modeling-the-human-trajectory.pdf,https://www.openphilanthropy.org/sites/default/files/Modeling-the-human-trajectory.pdf,,unavailable,,"Bibliografía original de Davidson et al., mayo de 2026, pp. 44–46; metadatos de fuente primaria cuando están disponibles.",bibliographic_inventory_fulltext_pending,Davidson-reference-2026; inventory-completion; lectura-pendiente,historical growth analysis,,,,,Entrada de 2020 citada por Davidson. Existe depósito arXiv 2605.09182 de 2026; no suponer que ambas versiones son idénticas.,2026-09-17,Crecimiento hiperbólico y singularidades,Candidato de contexto; no insertar sin lectura y aprobación,,Inventario completo de antecedentes de Davidson; no añadido al manuscrito.,,,texto completo pendiente,pendiente,
acemoglurestrepo2019,manuscript_bibliography,yes,sections/02_literature.tex:51; sections/03_toy_model.tex:971; sections_axm/01_introduction.tex:149; sections_axm/02_literature.tex:83; sections_axm/06_conclusion.tex:68; sections_rewrite/02_literature.tex:126; sections_rewrite/03_model.tex:81; sections_rewrite/06_conclusion.tex:80,yes,sections_rewrite/02_literature.tex:126; sections_rewrite/03_model.tex:81; sections_rewrite/06_conclusion.tex:80,no,,yes,sections_axm/01_introduction.tex:149; sections_axm/02_literature.tex:83; sections_axm/06_conclusion.tex:68,yes,sections/02_literature.tex:51; sections/03_toy_model.tex:971,article,"Acemoglu, Daron and Restrepo, Pascual",Automation and New Tasks: How Technology Displaces and Reinstates Labor,2019,Journal of Economic Perspectives,33,2,3--30,10.1257/jep.33.2.3,https://www.aeaweb.org/articles/pdf/doi/10.1257/jep.33.2.3,https://doi.org/10.1257/jep.33.2.3,"We present a framework for understanding the effects of automation and other types of technological changes on labor demand, and use it to interpret changes in US employment over the recent past. At the center of our framework is the allocation of tasks to capital and labor—the task content of production. Automation, which enables capital to replace labor in tasks it was previously engaged in, shifts the task content of production against labor because of a displacement effect. As a result, automation always reduces the labor share in value added and may reduce labor demand even as it raises productivity. The effects of automation are counterbalanced by the creation of new tasks in which labor has a comparative advantage. The introduction of new tasks changes the task content of production in favor of labor because of a reinstatement effect, and always raises the labor share and labor demand. We show how the role of changes in the task content of production—due to automation and new tasks—can be inferred from industry-level data. Our empirical decomposition suggests that the slower growth of employment over the last three decades is accounted for by an acceleration in the displacement effect, especially in manufacturing, a weaker reinstatement effect, and slower growth of productivity than in previous decades.",openalex_indexed_abstract,https://openalex.org/W2922903482,OpenAlex,doi_metadata_matched,automation; new tasks; displacement; reinstatement; labor share; employment; wages,theory and empirical decomposition,"Task framework separating automation's displacement effect from the reinstatement effect of new human tasks, combined with an industry-level empirical decomposition.",Automation lowers labor demand and labor's share through displacement; new tasks raise both through reinstatement.,Establishes the general distributional mechanism that the A×M paper takes as known rather than claiming as new.,"It does not model AI-research feedback, rival inference and research compute, monopoly pricing, or delayed explosive growth.",,2026-09-17,,,,,1–3 (3–5 de JEP),"Artículo publicado, JEP 33(2), 2019",pasajes originales revisados,,Auditoría del 13-09-2026: Corregir conexión con nuestro modelo. La atribución al artículo es correcta. Lo impreciso es decir que nuestra CES contiene su displacement effect: ellos separan cambios del contenido de tareas y sustitución dentro de tareas existentes. Nuestro modelo no mueve una frontera de tareas ni crea tareas humanas. Confianza registrada: High.
aghionjonesjones2019,manuscript_bibliography,yes,sections/02_literature.tex:34; sections/02_literature.tex:92; sections/02_literature.tex:119; sections/02_literature.tex:150; sections/03_toy_model.tex:1792; sections/04_task_extension.tex:14; sections_axm/02_literature.tex:30; sections_axm/02_literature.tex:74; sections_axm/04_growth_regimes.tex:24; sections_rewrite/01_introduction.tex:15; sections_rewrite/02_literature.tex:50; sections_rewrite/03_model.tex:90; sections_rewrite/04_equilibrium_regimes.tex:143; sections_rewrite/06_conclusion.tex:13,yes,sections_rewrite/01_introduction.tex:15; sections_rewrite/02_literature.tex:50; sections_rewrite/03_model.tex:90; sections_rewrite/04_equilibrium_regimes.tex:143; sections_rewrite/06_conclusion.tex:13,no,,yes,sections_axm/02_literature.tex:30; sections_axm/02_literature.tex:74; sections_axm/04_growth_regimes.tex:24,yes,sections/02_literature.tex:34; sections/02_literature.tex:92; sections/02_literature.tex:119; sections/02_literature.tex:150; sections/03_toy_model.tex:1792; sections/04_task_extension.tex:14,incollection,"Aghion, Philippe and Jones, Benjamin F. and Jones, Charles I.",Artificial Intelligence and Economic Growth,2019,The Economics of Artificial Intelligence: An Agenda,,,237--282,,https://web.stanford.edu/~chadj/AJJ-AIandGrowth.pdf,https://www.nber.org/papers/w23928,"This paper examines the potential impact of artificial intelligence (A.I.) on economic growth. We model A.I. as the latest form of automation, a broader process dating back more than 200 years. Electricity, internal combustion engines, and semiconductors facilitated automation in the last century, but A.I. now seems poised to automate many tasks once thought to be out of reach, from driving cars to making medical recommendations and beyond. How will this affect economic growth and the division of income between labor and capital? What about the potential emergence of singularities and superintelligence? How will the linkages between A.I. and growth be mediated by firm-level considerations, including organization and market structure? The goal throughout is to refine a set of critical questions about A.I. and economic growth and to contribute to shaping an agenda for the field. One theme that emerges is based on Baumol's cost disease insight: growth may be constrained not by what we are good at but rather by what is essential and yet hard to improve.",source_abstract,https://www.nber.org/papers/w23928,NBER,manual_url,artificial intelligence; automation; economic growth; bottlenecks; Baumol cost disease; singularity,theory and illustrative simulation,"Task-automation extensions of growth models, including automation in goods and idea production and essential-task bottlenecks.","Automation can raise growth sharply, but essential tasks that remain difficult to automate can bind aggregate growth for a prolonged period.",Introduction paragraph 4 recognizes its human-task bottleneck as a related mechanism. Sections 3.3 and 4.2 explain the weak-link mechanism and its example of asymptotic balanced growth with a positive labor share despite automation approaching completeness.,"Section 9.2.2 imposes automation paths and a fixed saving rate. Its complementarity is across tasks, not our aggregate labor-AI elasticity. Footnote 8 allows an AK outcome under sufficiently rapid automation even with task complementarity; our sigma>1 condition is therefore not a universal requirement.",,2026-09-17,Cuellos de botella y transición; Feedback tecnológico; Crecimiento hiperbólico y singularidades,"Conexión incorporada en el párrafo 4 de la introducción, en 3.3 (producción) y en 4.2 (regímenes); sección 6: transición",weak links; gross complements; Baumol's cost disease; automation; asymptotic balanced growth,"Reconocer el antecedente de crecimiento estable y participación laboral positiva pese a automatización casi completa. Distinguir complementariedad entre tareas de nuestra elasticidad agregada, automatización impuesta de inversión privada en RSI y la excepción AK de su nota 8. No trasladar nuestras condiciones necesarias a su modelo.","Versión publicada, sección 9.2.2, pp. 242–246: ecuaciones (5)–(16), Figura 9.1 y nota 8; p. 240: cierre con ahorro fijo. Verificadas el 16 de septiembre de 2026.","NBER 23928 (2017), antecedente del capítulo de 2019",pasajes originales revisados,alta,Auditoría del 13-09-2026: Respaldada en la versión consultada. El mecanismo se expone explícitamente en la introducción y organiza los modelos de bienes e ideas. No pude comparar esta copia de trabajo con toda la versión final del capítulo. Confianza registrada: Medium.
casellimanning2019,conversation_addition,no,,no,,no,,no,,no,,article,"Caselli, Francesco and Manning, Alan",Robot Arithmetic: New Technology and Wages,2019,American Economic Review: Insights,1,1,1--12,10.1257/aeri.20170036,https://eprints.lse.ac.uk/87371/1/Manning__robot-arithmatic--author-merged.pdf,https://doi.org/10.1257/aeri.20170036,"General-equilibrium steady-state comparisons with endogenous capital and multiple goods and labor types. Under their assumptions, a fall in capital-good prices relative to consumption-good prices raises average wages, though some worker types can lose.",editorial_summary,https://eprints.lse.ac.uk/87371/1/Manning__robot-arithmatic--author-merged.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; priority-high; Jones2026-reference; wages; capital adjustment; classical antecedent,theory,General-equilibrium steady-state comparisons with endogenous capital and multiple goods and labor types.,"Under their assumptions, a fall in capital-good prices relative to consumption-good prices raises average wages, though some worker types can lose.",Use as an antecedent for wage gains from technology once capital adjusts.,The benchmark holds the interest rate fixed and assumes competition. It is not our endogenous-interest-rate RSI model or an if-and-only-if growth theorem.,"Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: LSE author manuscript, pp. 2-3. Published AER: Insights 2019, not AER and outside the top-five 2022-2026 window. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Salarios y participación laboral,Sección 4: salarios y ajuste de capital,,"Candidato, no añadido al manuscrito. Use as an antecedent for wage gains from technology once capital adjusts.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: LSE author manuscript, pp. 2-3. Published AER: Insights 2019, not AER and outside the top-five 2022-2026 window. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,alta,
acemoglurestrepo2018,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:223,yes,sections_rewrite/02_literature.tex:223,no,,no,,no,,article,"Acemoglu, Daron and Restrepo, Pascual","The Race between Man and Machine: Implications of Technology for Growth, Factor Shares, and Employment",2018,American Economic Review,108,6,1488--1542,10.1257/aer.20160696,https://www.aeaweb.org/articles/pdf/doi/10.1257/aer.20160696,https://www.aeaweb.org/articles?id=10.1257/aer.20160696,"We examine the concerns that new technologies will render labor redundant in a framework in which tasks previously performed by labor can be automated and new versions of existing tasks, in which labor has a comparative advantage, can be created. In a static version where capital is fixed and technology is exogenous, automation reduces employment and the labor share, and may even reduce wages, while the creation of new tasks has the opposite effects. Our full model endogenizes capital accumulation and the direction of research toward automation and the creation of new tasks. If the long-run rental rate of capital relative to the wage is sufficiently low, the long-run equilibrium involves automation of all tasks. Otherwise, there exists a stable balanced growth path in which the two types of innovations go hand-in-hand.",source_abstract,https://www.aeaweb.org/articles?id=10.1257/aer.20160696,American Economic Association,official_landing_page,automation; tasks; labor share; wages; factor shares; endogenous growth,theory,Task-based growth model with endogenous capital accumulation and directed innovation toward automation or new human tasks.,"Automation displaces labor and lowers its income share; new human tasks generate a reinstatement force. Depending on relative factor costs, the long run can feature full automation or a stable balanced-growth path with both types of innovation.",Canonical antecedent for the displacement--reinstatement mechanism and for the possibility that wages and labor's share move differently.,"It does not separate inference from research compute, model monopoly rents, or characterize the delayed feedback-driven takeoff studied in the A×M paper.",Excerpt from the official author abstract; the omitted closing sentences discuss stability and inequality with heterogeneous skills.,2026-09-17,Investigación endógena e incentivos; Salarios y participación laboral,Sección 3: tareas y límites; conclusiones: innovación privada,automation; new tasks; innovation incentives,"Asignan una oferta fija de científicos entre automatización y nuevas tareas. Endogeneizan la dirección, no nuestro gasto total autónomo.","Original auditado: PDF pp. 24–28 y 37; ecuaciones (22) y (28), nota 25.","Artículo publicado, AER 108(6), 2018",pasajes originales revisados,alta,"Auditoría del 13-09-2026: Respaldada. La nota 25 explica que esta elección de insumo permite estudiar la dirección, no el volumen total de cambio tecnológico. Las ecuaciones 22 y 28 y los valores de innovación respaldan nuestra distinción. Confianza registrada: High."
dyatlov2018,manuscript_bibliography,yes,sections_rewrite/appendix_finite_frontier.tex:297,yes,sections_rewrite/appendix_finite_frontier.tex:297,no,,no,,no,,misc,"Dyatlov, Semyon",Notes on Hyperbolic Dynamics,2018,,,,,10.48550/arXiv.1805.11660,https://arxiv.org/abs/1805.11660,https://doi.org/10.48550/arXiv.1805.11660,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
karabarbounisneiman2018factorless,conversation_addition,no,,no,,no,,no,,no,,techreport,"Karabarbounis, Loukas and Neiman, Brent",Accounting for Factorless Income,2018,NBER Working Paper,,24404,,10.3386/w24404,https://www.nber.org/system/files/working_papers/w24404/w24404.pdf,https://www.nber.org/papers/w24404,"Comparing U.S. GDP with measured labor payments and imputed capital rental payments leaves a large and volatile residual, which the paper calls factorless income. It evaluates three interpretations of that residual: economic profits, unmeasured capital, or deviations of the rental rate from standard measures. The preferred interpretation materially changes measured factor shares, technology growth, and functional inequality.",editorial_summary,https://www.nber.org/papers/w24404,NBER,official_landing_page,factorless income; profits; unmeasured capital; rental rate; factor shares; accounting,measurement and accounting,National-accounts decomposition under alternative interpretations of output not assigned to measured labor or imputed capital services.,"The inferred distribution and technology depend critically on whether the residual is treated as profit, unmeasured capital, or a rental-rate wedge.","Motivates explicit accounting of capital payments, compute resource uses, wages, and developer profit instead of assigning the residual mechanically to capital or rents.","It is an accounting exercise, not a model of AI services, research feedback, or endogenous takeoff.",Concise editorial synopsis of the official abstract; it is not author-written text.,2026-09-17,,,,,,,lectura no documentada,,
bea2018grossoutput,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:216,yes,sections_rewrite/02_literature.tex:216,no,,no,,no,,misc,U.S. Bureau of Economic Analysis,What Is Gross Output by Industry and How Does It Differ from Gross Domestic Product (or Value Added) by Industry?,2018,"U.S. Bureau of Economic Analysis, FAQ 1197",,,,,https://www.bea.gov/help/faq/1197,https://www.bea.gov/help/faq/1197,"BEA distinguishes an industry's gross output from its value added. Subtracting intermediate inputs from gross output gives value added, which includes employee compensation and contributes to GDP.",editorial_summary,https://www.bea.gov/help/faq/1197,U.S. Bureau of Economic Analysis,official_definition_read,national accounts; gross output; value added; industry revenue; measurement,official statistical definition,National-accounts definitions illustrated with an industry example.,Gross output includes intermediate inputs; value added excludes them. Employee compensation is part of value added.,Distinguishes AI-industry revenue/GDP from AI value-added/GDP and the income accruing to AI owners.,This accounting definition does not measure AI-industry size or validate the model's calibration.,"Full FAQ checked September 16, 2026; published February 12, 2018. This is an official reference, not an academic paper.",2026-09-17,Ingresos de IA y complementariedad; Medición y calibración,"Sección 6.3 y conclusiones: sector de IA, productividad y medición",gross output; value added; intermediate inputs,"Mayor revenue/PIB no identifica por sí solo la elasticidad IA-trabajo. No equiparar ingresos del sector, valor añadido y beneficios de sus propietarios.","BEA FAQ 1197, definición completa y ejemplo de producción de kayaks, consultados 16-09-2026.",,pasajes originales revisados,alta,
korinekstiglitz2017,conversation_addition,no,,no,,no,,no,,no,,techreport,"Korinek, Anton and Stiglitz, Joseph E.",Artificial Intelligence and Its Implications for Income Distribution and Unemployment,2017,NBER Working Paper,,24174,,10.3386/w24174,https://www.nber.org/system/files/working_papers/w24174/w24174.pdf,https://www.nber.org/papers/w24174,"Inequality is one of the main challenges posed by the proliferation of artificial intelligence and other forms of worker-replacing technological progress. The paper distinguishes two main distributional channels: surplus accruing to innovators and redistribution arising from factor-price changes. It also studies policy responses and the channels through which technological progress may produce technological unemployment, including in a singularity where machines dominate human labor.",editorial_summary,https://www.nber.org/papers/w24174,NBER,official_landing_page,artificial intelligence; income distribution; innovator surplus; factor prices; unemployment; policy,theory and policy taxonomy,"Taxonomy and a set of stylized models of worker-replacing technical change, factor-price redistribution, innovator surplus, and policy.",AI can redistribute income both through factor prices and through rents captured by innovators; those channels require different policy responses.,Supports the distinction between redistribution through factor prices and surplus captured by the innovator.,"It does not provide the A×M technology, the two substitution thresholds, or the numerical delayed-takeoff transition.",Concise editorial synopsis of the official abstract; it is not author-written text.,2026-09-17,,,,,,,lectura no documentada,,
feenstrainklaartimmer2015,manuscript_bibliography,yes,sections_rewrite/05_quantitative_equilibria.tex:38,yes,sections_rewrite/05_quantitative_equilibria.tex:38,no,,no,,no,,article,"Feenstra, Robert C. and Inklaar, Robert and Timmer, Marcel P.",The Next Generation of the Penn World Table,2015,American Economic Review,105,10,3150--3182,10.1257/aer.20130954,https://doi.org/10.1257/aer.20130954,https://doi.org/10.1257/aer.20130954,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
beaudryportier2014,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:117; sections_rewrite/08_rsi_activation.tex:46; sections_rewrite/08_rsi_design.tex:7; sections_rewrite/08_rsi_design.tex:35,yes,sections_rewrite/02_literature.tex:117; sections_rewrite/08_rsi_activation.tex:46; sections_rewrite/08_rsi_design.tex:7; sections_rewrite/08_rsi_design.tex:35,no,,no,,no,,article,"Beaudry, Paul and Portier, Franck",News-Driven Business Cycles: Insights and Challenges,2014,Journal of Economic Literature,52,4,993--1074,10.1257/jel.52.4.993,https://www.aeaweb.org/articles?id=10.1257/jel.52.4.993,https://doi.org/10.1257/jel.52.4.993,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,Cuellos de botella y transición,Conexión incorporada al final del primer párrafo de 6.1: activación no anticipada de RSI,technology news; anticipation,"Frase aprobada incorporada en 6.1. El experimento no anticipado excluye ajustes de consumo y ahorro previos a la disponibilidad de RSI. La referencia motiva esta distinción informacional, no nuestros resultados de IA ni una predicción sobre el signo de todas las respuestas. Los bloques previamente comentados permanecen comentados.","JEL 2014, sección 4.1, pp. 1044–1045: noticias sobre productividad futura alteran decisiones corrientes; no implican un aumento conjunto de consumo e inversión. También revisadas introducción y sección 2, pp. 1001–1002, ecuaciones (10)–(11).",,pasajes originales revisados,alta,
karabarbounisneiman2014,manuscript_bibliography,yes,sections/02_literature.tex:55; sections_rewrite/02_literature.tex:142,yes,sections_rewrite/02_literature.tex:142,no,,no,,yes,sections/02_literature.tex:55,article,"Karabarbounis, Loukas and Neiman, Brent",The Global Decline of the Labor Share,2014,Quarterly Journal of Economics,129,1,61--103,10.1093/qje/qjt032,https://doi.org/10.1093/qje/qjt032,https://doi.org/10.1093/qje/qjt032,"Abstract The stability of the labor share of income is a key foundation in macroeconomic models. We document, however, that the global labor share has significantly declined since the early 1980s, with the decline occurring within the large majority of countries and industries. We show that the decrease in the relative price of investment goods, often attributed to advances in information technology and the computer age, induced firms to shift away from labor and toward capital. The lower price of investment goods explains roughly half of the observed decline in the labor share, even when we allow for other mechanisms influencing factor shares, such as increasing profits, capital-augmenting technology growth, and the changing skill composition of the labor force. We highlight the implications of this explanation for welfare and macroeconomic dynamics.",openalex_indexed_abstract,https://openalex.org/W2155379226,OpenAlex,doi_metadata_matched,labor share; capital price; CES production; substitution elasticity; investment goods,theory and empirical measurement,CES capital--labor framework and cross-country evidence linking the relative price of investment to labor-share movements.,"When capital and labor are gross substitutes, a lower relative price of investment can shift production toward capital and reduce labor's share.",Provides the classic CES benchmark for why the location of an elasticity relative to one can change factor-share dynamics.,"Its elasticity is between aggregate capital and labor, not between labor and quality-adjusted AI services; the two parameters are not empirically interchangeable.",,2026-09-17,,,,,1–3,Borrador de octubre de 2013 de los autores; artículo QJE 2014,pasajes originales revisados,,"Auditoría del 13-09-2026: Precisar analogía. Su análisis usa capital y trabajo y una caída del precio relativo de inversión, no IA y trabajo. Sustituir «This mechanism is central» por una conexión explícita con la misma lógica CES aplicada a otros insumos. No importar su elasticidad como calibración de sigma. Confianza registrada: High."
autor2013,manuscript_bibliography,yes,sections_rewrite/03_model.tex:81,yes,sections_rewrite/03_model.tex:81,no,,no,,no,,article,"Autor, David H.",The ``Task Approach'' to Labor Markets: An Overview,2013,Journal for Labour Market Research,46,3,185--199,10.1007/s12651-013-0128-z,https://doi.org/10.1007/s12651-013-0128-z,https://doi.org/10.1007/s12651-013-0128-z,,unavailable,,manual,manual_doi,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
groth2013ramsey,manuscript_bibliography,yes,sections_rewrite/appendix_uncapped_complements_proofs.tex:267,yes,sections_rewrite/appendix_uncapped_complements_proofs.tex:267,no,,no,,no,,misc,"Groth, Christian",Lecture Notes in Macroeconomics: The Ramsey Model,2013,University of Copenhagen,,,,,https://web.econ.ku.dk/okocg/VM/VM-general/Kapitler%20til%20bog/Ch9-10-2013-2.pdf,https://web.econ.ku.dk/okocg/VM/VM-general/Kapitler%20til%20bog/Ch9-10-2013-2.pdf,,unavailable,,manual,manual_url,,,,,,,"Chapter 10, especially Section 10.8, Appendices A and E",2026-09-17,,,,,,,lectura no documentada,,
yudkowsky2013microeconomics,conversation_addition,no,,no,,no,,no,,no,,misc,"Yudkowsky, Eliezer",Intelligence Explosion Microeconomics,2013,Machine Intelligence Research Institute,,,,,https://intelligence.org/files/IEM.pdf,https://intelligence.org/files/IEM.pdf,,unavailable,,"Bibliografía original de Davidson et al., mayo de 2026, pp. 44–46; metadatos de fuente primaria cuando están disponibles.",bibliographic_inventory_fulltext_pending,Davidson-reference-2026; inventory-completion; lectura-pendiente,conceptual research report,,,,,Antecedente conceptual. No tratarlo como prueba de existencia o inexistencia del equilibrio definido en el paper.,2026-09-17,Crecimiento hiperbólico y singularidades,Candidato de contexto; no insertar sin lectura y aprobación,,Inventario completo de antecedentes de Davidson; no añadido al manuscrito.,,,texto completo pendiente,pendiente,
ceballosetal2011,manuscript_bibliography,yes,audit/archive/uncapped_asymptotic_explosion_proof.tex:115; sections_rewrite/appendix_uncapped_substitutes_proof.tex:145,yes,sections_rewrite/appendix_uncapped_substitutes_proof.tex:145,no,,no,,no,,article,"Ceballos-Lira, Marcos J. and Macías-Díaz, Jorge E. and Villa, José",A Generalization of Osgood's Test and a Comparison Criterion for Integral Equations with Noise,2011,Electronic Journal of Differential Equations,2011,05,1--8,,https://ejde.math.txstate.edu/Volumes/2011/05/ceballos.pdf,https://ejde.math.txstate.edu/Volumes/2011/05/ceballos.pdf,,unavailable,,manual,manual_url,,,,,,,,2026-09-17,,,,,,,lectura no documentada,,
jones2011weaklinks,conversation_addition,no,,no,,no,,no,,no,,article,"Jones, Charles I.",Intermediate Goods and Weak Links in the Theory of Economic Development,2011,American Economic Journal: Macroeconomics,3,2,1--28,10.1257/mac.3.2.1,https://web.stanford.edu/~chadj/JonesAEJM2011.pdf,https://doi.org/10.1257/mac.3.2.1,Development model of intermediate-input linkages and complementary inputs. Input linkages and weak links can amplify resource-allocation distortions and income differences.,editorial_summary,https://web.stanford.edu/~chadj/JonesAEJM2011.pdf,"Publisher metadata/Crossref; author or institutional full text, review 2026-09-16",original_relevant_passages_reviewed,Jones-top5-2026; priority-high; Jones2026-reference; bottlenecks; intermediate inputs; complementarity,theory,Development model of intermediate-input linkages and complementary inputs.,Input linkages and weak links can amplify resource-allocation distortions and income differences.,Use as a conceptual antecedent when explaining why one scarce complementary input can limit the aggregate benefit of improvements elsewhere.,It addresses development and misallocation rather than our RSI equilibrium transition; its sigma is not our substitution parameter.,"Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Published AEJ: Macroeconomics PDF, pp. 2-3. Outside the top-five and date window; retained because Jones cites it. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",2026-09-17,Cuellos de botella y transición,Sección 4: bottlenecks,,"Candidato, no añadido al manuscrito. Use as a conceptual antecedent when explaining why one scarce complementary input can limit the aggregate benefit of improvements elsewhere.","Candidate for paragraph-by-paragraph integration; not added to the manuscript. Review: Published AEJ: Macroeconomics PDF, pp. 2-3. Outside the top-five and date window; retained because Jones cites it. This is a targeted reading, not a full audit of every proof, estimate or subsequent version.",,pasajes originales revisados,alta,
ngaisamaniego2011,conversation_addition,no,,no,,no,,no,,no,,article,"Ngai, L. Rachel and Samaniego, Roberto M.",Accounting for Research and Productivity Growth Across Industries,2011,Review of Economic Dynamics,14,3,475-495,10.1016/j.red.2009.12.002,https://personal.lse.ac.uk/ngai/Ngai_SamaniegoRED.pdf,https://doi.org/10.1016/j.red.2009.12.002,"Distinguishes technological opportunity, appropriability and demand in explaining industry research and productivity growth. Firms choose research inputs in a dynamic profit-maximization problem.",editorial_summary,https://personal.lse.ac.uk/ngai/Ngai_SamaniegoRED.pdf,Published article PDF; reviewed 2026-09-16,original_relevant_passages_reviewed,Davidson-reference-2026; priority-high; endogenous research; appropriability; research incentives,theory and quantitative industry analysis,Multisector endogenous-research model with industry heterogeneity and firm optimization.,Research incentives reflect both the technology for producing knowledge and the returns firms can appropriate.,Antecedent for endogenous research expenditure and the distinction between technical research productivity and private incentives to invest.,Not autonomous AI research. Its multisector spillovers and market structure differ from our single AI developer; it does not establish our equilibrium or upper-bound results.,"Candidate only. Published pp. 476-478, especially research technology (2) and the firm's problem (4), checked. Targeted passage review.",2026-09-17,Feedback tecnológico; Investigación endógena e incentivos,Sección 3: apropiabilidad y productividad de I+D,research intensity; appropriability; productivity growth,El gasto en investigación responde a incentivos; la I+D privada no es por sí sola una novedad de nuestro paper.,"Review of Economic Dynamics, pp. 476–478, ecuaciones (2) y (4).",,pasajes originales revisados,alta,
ngaipissarides2007,manuscript_bibliography,yes,sections_rewrite/02_literature.tex:149,yes,sections_rewrite/02_literature.tex:149,no,,no,,no,,article,"Ngai, L. Rachel and Pissarides, Christopher A.",Structural Change in a Multisector Model of Growth,2007,American Economic Review,97,1,429--443,10.1257/aer.97.1.429,https://personal.lse.ac.uk/ngai/np.pdf,https://doi.org/10.1257/aer.97.1.429,"A multisector growth model links uneven sectoral productivity growth to relative prices and structural change. When final goods are complements, relatively slower productivity growth can increase a sector's expenditure share.",editorial_summary,https://www.aeaweb.org/articles?id=10.1257/aer.97.1.429,"Published article, author-hosted PDF",relevant_published_passages_checked,structural change; CES; complementarity; expenditure shares; relative prices,theory,Multisector growth model with CES preferences and different sectoral productivity growth rates.,Equation (10) relates expenditure shares to relative prices and the elasticity of substitution across final goods.,Illustrates why increasing quantities and falling prices need not increase expenditure shares under complementarity.,"The elasticity is across final goods, not between AI and labor. The comparison is an analogy, not an empirical estimate or the same production model.","Targeted attribution check: pp. 429--431, especially Equation (10), September 16, 2026. See audit/ai_revenue_complementarity_2026-09-16.md.",2026-09-17,Ingresos de IA y complementariedad; Medición y calibración,"Sección 6.3 y conclusiones: sector de IA, productividad y medición",structural change; relative prices; elasticity of substitution,"Mayor revenue/PIB no identifica por sí solo la elasticidad IA-trabajo. No equiparar ingresos del sector, valor añadido y beneficios de sus propietarios.","AER 2007, pp. 429–431, especialmente ecuación (10); analogía entre gastos relativos, no idéntica CES.",,pasajes originales revisados,alta,
